ticker,pattern_type,breakout_type,confirmed,breakout_date,last_close,entry_zone_low,entry_zone_high,stop_loss,price_target,measured_move_pct,pattern_duration_weeks,score,status,pattern_start_date,pattern_end_date
CTAS,ihs,type1,full,2026-07-13,199.52000427246094,185.42403011735553,186.35115026794227,181.7155495150084,210.12507359847112,13.32,15,75.7,active,2026-03-23,2026-06-29
GFS,triangle_sym,pending,pending,,54.58000183105469,91.24774692322,91.7039856578361,89.4227919847556,136.56545728142098,98.67,39,71.5,active,2025-09-29,2026-06-22
ON,triangle_sym,pending,pending,,82.66000366210938,126.31081719561399,126.94237128159205,123.78460085170171,186.1943945604138,90.15,33,68.5,active,2025-10-20,2026-06-01
CSCO,triangle_sym,pending,pending,,111.68000030517578,127.49475974903993,128.13223354778512,124.94486455405912,176.61422060455465,62.67,26,62.5,active,2025-12-08,2026-06-01
TXN,triangle_sym,pending,pending,,279.5799865722656,326.8322919501677,328.46645340991853,320.29564611116433,458.31650158615196,67.31,26,62.5,active,2025-12-01,2026-05-25
MRVL,triangle_sym,pending,pending,,222.02000427246094,324.658746447771,326.28204018000986,318.16557151881557,557.0611884181684,251.91,29,62.5,active,2025-12-01,2026-06-15
FAST,ihs,type1,time,2026-08-03,51.02000045776367,48.98806939450294,49.233009741475456,48.008308006612886,55.06613894159378,12.41,15,62.4,active,2026-04-13,2026-07-20
XEL,rectangle,pending,pending,,79.16999816894531,83.61198662707743,84.03004656021281,81.93974689453587,91.04397294897907,9.76,18,61.3,active,2026-02-23,2026-06-22
DLTR,ihs,pending,pending,,129.38999938964844,132.9909464518229,133.655901184082,130.33112752278646,180.10189565022785,35.42,26,56.7,active,2026-01-26,2026-07-20
XEL,ihs,pending,pending,,79.16999816894531,84.16083282019417,84.58163698429513,82.47761616379029,96.97379592725115,15.22,21,53.6,active,2025-10-27,2026-03-16
BIIB,ihs,pending,pending,,209.8300018310547,229.88251876831055,231.03193136215208,225.28486839294433,299.40503692626953,30.24,17,51.2,active,2025-12-15,2026-04-06
HON,ihs,pending,pending,,233.9600067138672,252.55534476103844,253.8181214848436,247.50423786581766,298.41663130399564,18.16,17,51.2,active,2026-03-16,2026-07-06
MDLZ,ihs,pending,pending,,63.61000061035156,66.2484767603351,66.57971914413676,64.92350722512839,81.73643602340897,23.38,14,49.3,active,2025-12-08,2026-03-09
MDLZ,rectangle,type1,none,2026-08-10,63.61000061035156,62.77831679934188,63.09220838333858,61.52275046335504,74.07965676999538,21.95,21,45.1,active,2025-09-22,2026-02-09
MDLZ,rectangle,type1,none,2026-08-10,63.61000061035156,63.038017146738085,63.35320723247177,61.77725680380332,71.25912243326383,15.0,18,43.7,active,2026-02-09,2026-06-08
VRSK,ihs,type2,none,2026-06-29,181.6699981689453,182.51800897418252,183.4305990190534,178.86764879469888,209.0960155069588,14.56,12,34.9,active,2026-04-06,2026-06-22
