ticker,pattern_type,breakout_type,confirmed,breakout_date,last_close,entry_zone_low,entry_zone_high,stop_loss,price_target,measured_move_pct,pattern_duration_weeks,score,status,pattern_start_date,pattern_end_date
GFS,triangle_sym,pending,pending,,45.95000076293945,91.24774692321998,91.70398565783607,89.42279198475558,136.56545728142092,98.67,39,71.5,active,2025-09-29,2026-06-22
ON,triangle_sym,pending,pending,,71.93000030517578,126.31081719561399,126.94237128159205,123.78460085170171,186.1943945604138,90.15,33,68.5,active,2025-10-20,2026-06-01
CSCO,triangle_sym,pending,pending,,110.2300033569336,127.49475974903993,128.13223354778512,124.94486455405912,176.61422060455465,62.67,26,62.5,active,2025-12-08,2026-06-01
AMAT,triangle_sym,pending,pending,,484.19000244140625,725.0500500088556,728.6753002588998,710.5490490086785,1039.4606529964735,76.57,30,62.5,active,2025-12-08,2026-06-29
TXN,triangle_sym,pending,pending,,258.94000244140625,326.8322919501677,328.46645340991853,320.29564611116433,458.31650158615196,67.31,26,62.5,active,2025-12-01,2026-05-25
MRVL,triangle_sym,pending,pending,,229.2899932861328,324.65874644777125,326.2820401800101,318.1655715188158,557.0611884181689,251.91,29,62.5,active,2025-12-01,2026-06-15
FAST,ihs,type1,time,2026-08-03,51.279998779296875,48.98806939450294,49.233009741475456,48.008308006612886,55.06613894159378,12.41,15,62.3,active,2026-04-13,2026-07-20
XEL,rectangle,pending,pending,,77.33000183105469,83.61198662707743,84.03004656021281,81.93974689453587,91.04397294897907,9.76,18,61.3,active,2026-02-23,2026-06-22
MDLZ,rectangle,type2,time,2026-08-10,64.69999694824219,62.77831679934188,63.09220838333858,61.52275046335504,74.07965676999538,21.95,21,59.6,active,2025-09-22,2026-02-09
MDLZ,rectangle,type2,time,2026-08-10,64.69999694824219,63.038017146738085,63.35320723247177,61.77725680380332,71.25912243326383,15.0,18,57.6,active,2026-02-09,2026-06-08
LULU,triangle_sym,pending,pending,,122.77999877929688,124.51428658621649,125.13685801914755,122.02400085449216,137.44857897077281,11.59,16,56.3,active,2026-04-20,2026-08-03
XEL,ihs,pending,pending,,77.33000183105469,84.16083282019417,84.58163698429513,82.47761616379029,96.97379592725115,15.22,21,53.6,active,2025-10-27,2026-03-16
AMZN,rectangle,pending,pending,,262.07000732421875,282.8800048828125,284.2944049072265,277.22240478515624,339.9050064086914,25.25,14,52.8,active,2026-05-04,2026-08-03
BIIB,ihs,pending,pending,,218.1199951171875,229.88251876831055,231.03193136215208,225.28486839294433,299.40503692626953,30.24,17,51.2,active,2025-12-15,2026-04-06
HON,ihs,pending,pending,,214.77000427246094,252.55534476103844,253.8181214848436,247.50423786581766,298.41663130399564,18.16,17,51.2,active,2026-03-16,2026-07-06
VRSK,ihs,type2,time,2026-06-29,189.5500030517578,182.51800897418252,183.4305990190534,178.86764879469888,209.0960155069588,14.56,12,51.2,active,2026-04-06,2026-06-22
XEL,ihs,pending,pending,,77.33000183105469,82.15249633789062,82.56325881958007,80.50944641113281,88.71508278398684,7.99,16,50.5,active,2026-04-20,2026-08-03
MDLZ,ihs,pending,pending,,64.69999694824219,66.2484767603351,66.57971914413676,64.92350722512839,81.73643602340897,23.38,14,49.3,active,2025-12-08,2026-03-09
DLTR,ihs,type1,none,2026-08-24,136.75,132.9909464518229,133.655901184082,130.33112752278646,180.10189565022785,35.42,26,39.9,active,2026-01-26,2026-07-20
