ticker,pattern_type,breakout_type,confirmed,breakout_date,last_close,entry_zone_low,entry_zone_high,stop_loss,price_target,measured_move_pct,pattern_duration_weeks,score,status,pattern_start_date,pattern_end_date
DWS.DE,ihs,type1,full,2026-07-27,72.8499984741211,70.75000381469727,71.10375383377074,69.33500373840332,91.30000686645508,29.05,24,91.7,active,2025-10-13,2026-03-23
VWS.CO,rectangle,type1,full,2026-08-10,205.0,201.50793679448913,202.51547647846155,197.47777805859934,252.30670287614674,33.71,11,84.0,active,2026-02-02,2026-04-13
AIXA.DE,triangle_sym,pending,pending,,38.0099983215332,59.42493385395643,59.72205852322621,58.2364351768773,94.18199433223896,140.9,49,71.5,active,2025-07-14,2026-06-15
VIV.PA,triangle_sym,pending,pending,,1.6540000438690186,4.237113447796016,4.2582990150349955,4.152371178840096,9.057711286292548,-826.17,39,68.5,active,2024-05-20,2025-02-10
COLR.BR,ihs,type1,time,2026-07-06,38.20000076293945,36.476922255295975,36.65930686657245,35.74738381019005,43.1538452735314,18.3,30,66.1,active,2025-09-22,2026-04-13
DGE.L,ihs,type1,time,2026-07-27,1687.0,1593.3349098395515,1601.301584388749,1561.4682116427605,1836.8533559842501,15.28,20,61.9,active,2026-01-19,2026-06-01
COLR.BR,rectangle,type1,time,2026-07-13,38.20000076293945,36.94999885559082,37.13474884986877,36.210998878479,42.15999794006348,16.41,11,61.3,active,2026-03-30,2026-06-08
SAMPO.HE,rectangle,type1,time,2026-06-29,9.6899995803833,9.294481305580906,9.34095371210881,9.108591679469287,9.973798785110047,7.89,11,61.1,active,2026-03-16,2026-05-25
SRT.DE,triangle_sym,pending,pending,,180.0,196.28185579122737,197.26326507018348,192.35621867540283,225.21371240225648,17.29,22,60.0,active,2026-01-05,2026-06-01
ALO.PA,triangle_sym,pending,pending,,15.854999542236328,16.999496341105385,17.08449382281091,16.65950641428328,19.04990146447617,13.72,22,60.0,active,2026-02-09,2026-07-06
NOKIA.HE,triangle_sym,pending,pending,,9.081999778747559,14.922049548577789,14.996659796320676,14.623608557606232,24.684101245832156,189.19,32,59.5,active,2025-10-27,2026-06-01
KNIN.SW,ihs,type1,time,2026-06-29,211.3000030517578,195.93921837475446,196.91891446662822,192.02043400725935,235.7081000043967,20.3,13,58.6,active,2026-02-09,2026-05-04
SAN.PA,rectangle,pending,pending,,78.08000183105469,78.55783689726971,78.95062608175606,76.98668015932431,87.22808380532135,12.41,17,57.7,active,2026-02-09,2026-06-01
HM-B.ST,ihs,type1,time,2026-07-27,180.1999969482422,172.40117545674147,173.26318133402515,168.95315194760664,188.45234480996731,9.31,16,57.3,active,2026-03-23,2026-07-06
SRT.DE,ihs,pending,pending,,180.0,198.33969656019354,199.3313950429945,194.37290262898966,239.16274488590176,20.58,26,56.7,active,2025-11-17,2026-05-11
VER.VI,ihs,pending,pending,,57.349998474121094,65.708270008205,66.03681135824603,64.3941046080409,76.01266966029792,15.68,30,56.7,active,2024-12-16,2025-07-07
MONC.MI,ihs,pending,pending,,46.849998474121094,57.65323769995752,57.941503888457305,56.50017294595837,69.71761908731061,20.93,24,55.5,active,2025-10-13,2026-03-23
MKS.L,rectangle,pending,pending,,388.79998779296875,411.0428007038515,413.09801470737074,402.8219446897745,506.2056117836796,30.13,18,55.3,active,2025-10-27,2026-02-23
SRT.DE,rectangle,pending,pending,,180.0,199.8000030517578,200.79900306701657,195.80400299072267,235.30001068115234,21.61,13,55.2,active,2026-04-20,2026-07-13
MKS.L,triangle_asc,pending,pending,,388.79998779296875,410.29998779296875,412.35148773193356,402.09398803710934,502.10997772216797,28.83,18,54.9,active,2025-10-27,2026-02-23
NIBE-B.ST,ihs,pending,pending,,38.119998931884766,51.039241288892605,51.294437495337064,50.01845646311475,70.42800966963107,37.99,23,54.9,active,2026-02-02,2026-07-06
SREN.SW,ihs,type2,time,2026-07-13,141.0,132.719511707457,133.38310926599428,130.06512147330787,151.6592900528821,14.27,16,54.8,active,2025-12-08,2026-03-23
STAN.L,ihs,type2,time,2026-06-29,2189.0,2081.5963441136005,2092.0043258341684,2039.9644172313285,2691.692688227201,29.31,22,54.2,active,2026-01-12,2026-06-08
SAMPO.HE,ihs,type2,time,2026-07-06,9.6899995803833,9.531341585572589,9.578998293500451,9.340714753861137,10.469632301649165,9.84,14,53.8,active,2026-03-23,2026-06-22
FER.MC,ihs,pending,pending,,55.29999923706055,61.09930571391545,61.40480224248502,59.87731959963714,70.99530810468431,16.2,21,53.6,active,2025-12-29,2026-05-18
A2A.MI,ihs,pending,pending,,2.2909998893737793,2.3599973786524533,2.3717973655457154,2.3127974310794044,2.6882777637039443,13.91,21,53.6,active,2026-03-09,2026-07-27
